"term","definition","FNA_ID"
"taeniate","Slender, elongate, basically cylindric or compressed-cylindric with shallow, narrow, more or less regular constrictions along its length, the whole apparently segmented and straight or variously curved.","fac77f83-301a-4eb4-91d8-651d3bc6e817"
"tailed","Terminating in a relatively long, flexible, narrowly acuminate tip composed of laminar tissue.","7cb98353-55ce-4d0e-a6d1-c54a98166a6e"
"tailed","With one or more relatively slender, retrorse basal enations or appendages.","5cea26bb-244d-4a98-b826-f5e8d65a7058"
"tapered","Gradually diminishing in width or diameter from one end to the other.","f6122f79-5696-4e34-aa13-583c9565f720"
"tapered","Gradually diminishing in width or diameter from one end to the other.","3983a151-b861-40d5-b9cb-5f7c9d97923b"
"tapeworm-shaped","Slender, elongate, basically cylindric or compressed-cylindric with shallow, narrow, more or less regular constrictions along its length, the whole apparently segmented and straight or variously curved.","15748831-2268-48fc-b3b5-d67e0c1c2622"
"taproot","A primary root that remains dominant through the life of the plant as the main axis of a vertically oriented system that penetrates the substrate to a considerable depth.","43b61216-ac6a-41ca-b21b-d139a1606364"
"taprooted","Having a taproot.  See also diffuse-rooted, fibrous-rooted.","990928b3-bc82-4baa-a20c-49567c5a29d4"
"tartar-like","Rough and crumbling spontaneously, becoming erose.","9dca172c-ea2e-43be-852e-f025ededaccd"
"tartareous","Rough and crumbling spontaneously, becoming erose.","15217bc1-50ee-4bf8-a5df-aada6b36ccae"
"teardrop-shaped","Broadest just below the middle, broadly rounded to the base, and acutely attenuate to the apex; like the stylized lateral outline of a teardrop.","31976327-706d-43dd-a62a-111272e4da63"
"teardrop-shaped","Transversely round and broadest just below the middle, broadly rounded to the base and acutely attenuate to the apex.","00d73980-b48e-415c-8bcd-f135db36fccb"
"ten_","Indicating presence of or constitution by ten entities of the type denoted by the term's stem; as in ten-carpeled, ten-stamened, ten-winged.","e91fb046-33f0-4746-b72a-44dd6398aab6"
"tendril","A slender stem branch, modified leaf, or portion of a leaf that twines about a supporting structure.","491ae567-3bfa-451c-912d-a37a0b66c3d2"
"tepal","Any member of an undifferentiated perianth; may be green and foliaceous or colored and petaloid, distinct or else connate with one or more others, and/or free or else adnate with one or more other floral structures.","ed300945-7e3a-413c-a204-cbb956505378"
"_tepaled","Having the number of tepals indicated by the prefix; as in six-tepaled.","6c35fe19-d403-40da-86a6-d84a01228340"
"_tepalous","Having the number of tepals indicated by the prefix; as in hexatepalous.","c2e7a849-3403-4fd2-bc5e-d003b2c9e3c9"
"terete","Elongate and transversely round, gradually attenuate from base to apex; attenuate-cylindric or attenuate-tubular, broadest at the base.  See also obterete.","eb6ad3f4-a397-4a09-a2ab-90962a7f633b"
"tergeminate","Compound with three orders of leaflets, each order bifoliolate.","ea9fe1be-85ac-4425-b7f4-ef896699de5a"
"terminal","Apical and with the same developmental axis as the whole, of which it is the distalmost portion or appendage.","c9faa064-fc73-496f-99d3-7b0c85c62588"
"terminal","Apical and with the same developmental axis as the whole, of which it is the distalmost portion or appendage.","5364fc91-5e60-4076-aae3-02e6e151e9e1"
"ternate","Palmate with three leaflets.","c1cfc922-3f92-477b-8586-0b16c17cb7cb"
"_ternate","Compound with the number of orders of leaflets indicated by the prefix, each order ternate; as in biternate, thrice-ternate.","4d05d31d-7c22-42a9-a85c-3f885fd286c0"
"terrestrial","Growing upon the ground, usually rooted in it.","140d2888-d095-4213-a6bb-fa67ada9f06e"
"tertiary vein","A strand belonging to the third order of vasculature in a leaf or other basically laminar structure, except when that is the ultimate order (consisting of veinlets); branching from a primary or secondary vein.  See also costa, lateral vein, primary vein, rib, secondary vein, veinlet.","eea4e7f6-ffd5-4833-9740-dad52784e7b3"
"tessellate","Having a pattern of more or less regularly disposed square zones of contrasting hues and/or intensities.","8b009f28-8212-4925-9e0d-4355fd6549f6"
"tessellate","Having a pattern of regularly disposed squares marked by raised or depressed vasculature.","2d2b4945-0ddb-44f7-9849-71d1e08d2a7d"
"testa","The outer protective layer of a seed, developed from the ovular integument(s).","0db0a7d2-3966-41b4-8ed6-f6272e5898d5"
"testae","The outer protective layer of a seed, developed from the ovular integument(s).","271264d4-e973-4a84-8b5e-7744c5bc9514"
"testes-shaped","Bilaterally symmetrical, each side essentially oblate and constrictedly confluent with the other; like the overall shape of a pair of mammalian testes.","69b354d7-01ca-439c-bad6-ede64aacbd1f"
"testicular","Bilaterally symmetrical, each side essentially oblate and constrictedly confluent with the other; like the overall shape of a pair of mammalian testes.","2f5d21f0-04da-49c8-931e-36b4e80d87a7"
"tetra_","Indicating presence of or constitution by four entities of the type denoted by the term's stem; as in  tetrandrous, tetracarpellate, tetracolporate.  See also individual entries for terms with this prefix whose meanings, at least in some applications, are more specific than usually indicated by such combination.","30cc68ed-6a74-4ee9-95ed-da1eaebfd689"
"tetrad","A group of four pollen grains originating from a single pollen mother cell.","0f689ea9-b346-42c1-8211-7d542e847f1c"
"tetrad scar","A surficial ridge or angle resulting from coherence with other spores produced from the same mother cell.","19d6fe74-79e2-4e94-afe5-5fdaaca8c8b6"
"tetradal","Shed in groups of four, each an intact tetrad with original configuration unchanged; geometric arrangement of the grains may be tetrahedral, tetragonal, or linear, depending upon mode of pollen mother cell division.","bd3839ba-6599-4eea-826f-1dae3443e028"
"tetradynamous","Diadelphous with four stamens in one set and two in the other.  See also didynamous.","eaf98cc0-2112-4637-a9b7-c24d81dd8732"
"texture","Substantial properties.  Overlaps conceptually with solid shape, as to thickness.","299a9ddb-f46c-4a76-9ea3-b5bafa56e3fc"
"thallus","The vegetative portion of a shoot when not differentiated into stem and leaves; esp. in Lemnaceae.","02756ad4-a09c-48d7-8754-903254e557a9"
"thalli","The vegetative portion of a shoot when not differentiated into stem and leaves; esp. in Lemnaceae.","d1431b5c-7b86-46a0-8d3c-bd426fe12c85"
"thallus","The main body of a gametophyte, bearing rhizoids, gametangia (antheridia and/or archegonia), and/or gemmae cups; usually thin and more or less planate, inconspicuous, and growing appressed to or beneath the substrate surface; in Psilotophyta, Lycopodiophyta, Equisetophyta, Polypodiophyta.  See also prothallus.","53eebbe2-d6d2-47c7-961c-9a5862b4bf9f"
"thalli","The main body of a gametophyte, bearing rhizoids, gametangia (antheridia and/or archegonia), and/or gemmae cups; usually thin and more or less planate, inconspicuous, and growing appressed to or beneath the substrate surface; in Psilotophyta, Lycopodiophyta, Equisetophyta, Polypodiophyta.  See also prothallus.","618abdce-4f5c-4fa7-a703-432e37fc8013"
"theca","Any of the one, two or four ontogenetically distinct, pollen-producing sectors (microsporangia) of an anther.  In some taxa the walls between pairs of adjacent thecae break down as an anther approaches maturity, the mature anther thus ultimately containing half as many locules as thecae.","f8433edb-5f37-44d7-beb4-e48d0e0408fc"
"thecae","Any of the one, two or four ontogenetically distinct, pollen-producing sectors (microsporangia) of an anther.  In some taxa the walls between pairs of adjacent thecae break down as an anther approaches maturity, the mature anther thus ultimately containing half as many locules as thecae.","c8ecb666-42e6-465e-b8fc-822b4ea9e10d"
"thermocleistogamous","Normally chasmogamous but facultatively cleistogamous during periods of lower-than-normal temperature.","29f1b3c1-1897-4d50-a04a-54a34540d073"
"tholiform","Convex overall, broadest at the base, and transversely more or less circular to elliptical throughout.","8793ffc3-58e5-4bf7-8dad-5d8952463d79"
"thorn","Any sharp, stiff, simple or branched, woody appendage having vascular tissues confluent with those of the bearing structure.  'Spine' is often preferred when the appendage is homologous with a leaf or stipule, and 'thorn' when it is homologous with a branch.  See also prickle.","e901a8d5-3817-455a-8a8a-c9c6c98feba8"
"thread-like","Elongate and very slender, basically round in transverse section and of more or less uniform diameter, variously curved over its length or not.  See also hair-like (capillary, capillate).","ce4ae9a7-fb3b-4f45-88b8-4993bb66a241"
"three_","Indicating presence of or constitution by three entities of the type denoted by the term's stem; as in three-cleft, three-flowered, three-ranked.  See also thrice... (tri..., triple...).","0c322d7d-4616-4e75-87af-0ca17dd2c2dc"
"thrice_","Indicating presence of three hierarchical orders of the type of entity or pattern denoted by the term's stem; as in thrice-pinnate.  See also three-... (tri...).","e7cdb36d-2842-494d-9731-e9da2ac8d798"
"throat","The far distal portion of a perianth, calyx, or corolla tube, or of a leaf sheath, surrounding the orifice of the tube or sheath, sometimes constricted relative to the diameter of the main body of the tube or sheath; except in disc florets of Asteraceae (Compositae).","ab61bec6-9e04-4973-a907-6c47e0492420"
"throat","The fully connate portion of the limb of a disc floret, proximal to the lobes (distinct distal portions of the petals); in Asteraceae (Compositae).","4faf6e78-7381-4ed8-b4e3-93d866749be3"
"thyrsate","Comprising one or more thyrses.","a62d4b44-b9e8-48a0-bcd1-60be06b2cc04"
"thyrse","An elongate, indeterminate main axis bearing numerous lateral branches, each the principal axis of a cymose subdivision.","6b09f9b2-5244-4e77-9a1b-e983e6d8bfa6"
"thyrse-like","Resembling a thyrse, but not strictly such.","709222f7-f111-408c-b9a4-71e8c852c3a2"
"thyrsiform","Resembling a thyrse, but not strictly such.","dafe1680-8701-423b-8405-105e252304b8"
"tiered","In two or more rows that are arrayed one above another.","8e49790d-26ae-4704-aa98-51b8230c2eac"
"tiller","An erect or ascending stem that branches from the base of another at or below the surface of the ground; esp. in Poaceae (Gramineae) and other monocotyledons (Liliidae).","82d26a39-4f05-40f2-b530-d0cff2debffc"
"tillering","Producing tillers; esp. in Poaceae (Gramineae) and other monocotyledons (Liliidae).","50718d14-c410-431e-b672-47cab6194e6e"
"tomentose","Bearing dense, short, stiff, capillate trichomes.  See also tomentulose.","8960c1b5-70a3-47b6-80be-b29f27520f0d"
"tomentulose","Finely tomentose.","8ecfdf09-d637-43a0-b58b-4e97e7ddea17"
"tongue-shaped","Broadly elongate and compressed, one broad face more or less plane and the other convex, the edges rounded between them; like a tongue.","c7ac9e19-8562-45cc-ba2f-4572e8dfe717"
"tooth","One of a series of regularly spaced, angular, marginal convexities oriented more or less perpendicular to the generalized perimeter of a laminar structure.  See also  sawtooth, sawtoothlet, scallop (crena), scalloplet (crenule), toothlet.","1b59dd81-71f0-4481-8edc-f0c4dd8fee61"
"teeth","One of a series of regularly spaced, angular, marginal convexities oriented more or less perpendicular to the generalized perimeter of a laminar structure.  See also  sawtooth, sawtoothlet, scallop (crena), scalloplet (crenule), toothlet.","85ec8e8e-89b7-4c7a-9553-771877ad1e23"
"toothed","Having regularly spaced, angular convexities oriented more or less perpendicular to the generalized perimeter.  See also small-toothed (denticulate); See also sawtoothed (serrate), scalloped (crenate), small-sawtoothed (serrulate), small-scalloped (crenulate).","b8d40908-2548-474f-bb04-16a6dddb7ed6"
"_toothed","Generally truncate but with the number of antrorse, attenuate, distal lobes indicated by the prefix; as in three-toothed.","d2ad4570-820c-44a1-9537-c9c3b1f3bea1"
"_toothed","Having the number of orders of teeth (dentes) indicated by the prefix, one upon another; as in twice-toothed.  See also ...-sawtoothed (...serrate), ...-scalloped (...crenate).","acff4db9-95c5-4317-bf72-e43026da320b"
